ticker,company_name,sector,year,cik,accession_number,filing_date,filing_url,scrape_status,missing_reason,doc_size_bytes,total_word_count,esg_section_word_count,has_explicit_esg_section,climate_mention_count,diversity_mention_count,governance_mention_count,esg_keyword_density,net_zero_target_year,pct_women_board,has_quantitative_targets,esg_themes,climate_commitment,dei_disclosure_quality,changed_from_prior,change_confidence,change_summary,register,analyst_notes,ngram_similarity,analysis_method,theme_climate_risk,theme_climate_opportunity,theme_emissions_targets,theme_board_diversity,theme_workforce_dei,theme_human_capital,theme_esg_oversight,theme_stakeholder_engagement,theme_exec_comp_linkage,theme_supply_chain,theme_political_lobbying,theme_risk_disclosure
SBUX,Starbucks Corporation,Consumer Discretionary,2018,829224,0001193125-18-021792,2018-01-26,https://www.sec.gov/Archives/edgar/data/829224/000119312518021792/d440699ddef14a.htm,OK,,1937322,43390,239,True,0,0,0,0.0,,20.0,False,CLIMATE_OPPORTUNITY|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN,,LOW,True,HIGH,"2018 filing includes substantial new ESG content focused on sustainable packaging initiatives, whereas 2017 filing contained only standard proxy boilerplate with no ESG disclosures.",FORMAL,"Starbucks demonstrates mature sustainability positioning with 30+ year track record and industry leadership through coalition-building (Paper Recovery Alliance). However, the disclosure lacks specific quantitative targets or timeline commitments for packaging sustainability goals, focusing instead on historical achievements and process improvements.",0.0061,llm,0,1,0,0,0,0,0,1,0,1,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2019,829224,0001193125-19-017145,2019-01-25,https://www.sec.gov/Archives/edgar/data/829224/000119312519017145/d623511ddef14a.htm,OK,,1373219,42912,1307,True,1,1,0,1.53,,,True,CLIMATE_OPPORTUNITY|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN|WORKFORCE_DEI,"build and operate 10,000 Greener Stores by 2025",MEDIUM,True,HIGH,"2019 text significantly expands ESG scope beyond packaging focus to include comprehensive sustainability goals, workforce diversity targets, and community investment programs with specific numerical commitments.",ASPIRATIONAL,"Starbucks demonstrates strong commitment breadth with specific targets (25,000 partner graduates by 2025, 10,000 refugees by 2022, 100,000 Opportunity Youth by 2020) but lacks board diversity disclosure and climate risk assessment. The shift from narrow packaging focus to comprehensive ESG strategy suggests maturing sustainability governance.",0.1534,llm,0,1,0,0,1,1,0,1,0,1,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2020,829224,0001206774-20-000230,2020-01-24,https://www.sec.gov/Archives/edgar/data/829224/000120677420000230/sbux3632601-def14a.htm,OK,,1230190,46292,0,False,30,178,3,4.56,,20.0,False,BOARD_DIVERSITY|CLIMATE_OPPORTUNITY|ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN|WORKFORCE_DEI,"build and operate 10,000 Greener Stores by 2025",MEDIUM,False,HIGH,No material change in ESG disclosure depth between 2019 and 2020 filings.,ASPIRATIONAL,"Starbucks maintains strong sustainability commitments around ethical sourcing and green retail initiatives, but lacks specific emissions reduction targets or quantitative diversity metrics. The company demonstrates operational ESG integration through programs like refugee hiring and farmer support, though disclosure remains largely qualitative rather than metrics-driven.",0.0256,llm,0,1,0,1,1,0,1,1,0,1,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2021,829224,0000829224-21-000017,2021-01-22,https://www.sec.gov/Archives/edgar/data/829224/000082922421000017/a2021proxystatement.htm,OK,,1588064,49618,0,False,28,227,7,5.28,2050,20.0,False,BOARD_DIVERSITY,,LOW,False,HIGH,No material change in ESG disclosure between proxy statements - both years focus primarily on corporate values with minimal specific ESG content.,COMPLIANCE,"Both 2020 and 2021 proxy excerpts show limited ESG disclosure beyond basic corporate values statements and a shareholder proposal on employee board representation. Notable absence of climate commitments, diversity metrics, or substantive ESG governance discussion in what appears to be standard proxy filing content.",0.8688,llm,0,0,0,1,0,0,0,0,0,0,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2022,829224,0001206774-22-000270,2022-01-28,https://www.sec.gov/Archives/edgar/data/829224/000120677422000270/sbux3974881-def14a.htm,OK,,1752910,70461,1178,True,0,11,1,10.19,2050,20.0,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN|WORKFORCE_DEI,giving more than we take from the planet,MEDIUM,True,HIGH,"2022 added comprehensive ESG framework with 'people positive, planet positive, profit positive' aspirations and detailed human capital programs including college tuition coverage and diversity goals in executive compensation.",ASPIRATIONAL,Starbucks demonstrates significant ESG evolution with explicit integration of diversity goals into executive compensation and comprehensive partner benefits including 100% college tuition coverage. Notable absence of specific climate targets despite planet positive commitments and supply chain sustainability mentions.,0.024,llm,0,0,0,0,1,1,1,1,1,1,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2023,829224,0000829224-23-000007,2023-01-27,https://www.sec.gov/Archives/edgar/data/829224/000082922423000007/a2023proxystatementfinal.htm,OK,,1808212,54030,1274,True,1,5,0,4.71,,20.0,False,EMISSIONS_TARGETS|ESG_OVERSIGHT|EXEC_COMP_LINKAGE|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,"reduce our carbon, water, and waste footprints in half by 2030",LOW,True,HIGH,"Climate targets became more specific with 2030 carbon/water/waste reduction goals, while DEI language shifted from quantitative goals to general belonging statements.",ASPIRATIONAL,"The 2023 text emphasizes CEO transition and reinvention strategy but provides less concrete ESG metrics than 2022. Notable is the shift from specific inclusion/diversity goals in compensation to broader 'belonging' language, while climate commitments became more defined with the 2030 targets and resource-positive company aspiration.",0.4567,llm,0,0,1,0,1,1,1,1,1,0,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2024,829224,,,,MISSING,no_def14a_in_year,0,0,0,False,0,0,0,0.0,,,False,,,,,,No proxy text available,,No proxy text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2016,109198,0001193125-16-568937,2016-04-29,https://www.sec.gov/Archives/edgar/data/109198/000119312516568937/d56044ddef14a.htm,OK,,768381,33175,1155,True,0,0,0,0.0,,16.0,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|RISK_DISCLOSURE,,LOW,,,No prior year available,COMPLIANCE,Board governance structure shows comprehensive risk oversight framework with designated committees and Chief Risk and Compliance Officer reporting. Notable absence of climate-related risk disclosure despite comprehensive risk management framework. Executive compensation risk assessment process appears robust but lacks ESG performance linkages.,,llm,0,0,0,0,0,0,1,0,1,0,0,1
TJX,The TJX Companies Inc.,Consumer Discretionary,2017,109198,0001193125-17-142785,2017-04-27,https://www.sec.gov/Archives/edgar/data/109198/000119312517142785/d233676ddef14a.htm,OK,,1135328,57427,32,True,0,0,0,0.0,,50.0,False,ESG_OVERSIGHT,,LOW,True,HIGH,"The 2017 filing significantly reduced ESG content, removing detailed committee descriptions and governance structures while retaining only a basic 'Corporate Responsibility and Sustainability' section header.",COMPLIANCE,"The dramatic reduction in ESG disclosure from 2016 to 2017 is notable, with detailed governance committee structures and responsibilities being stripped out. The current filing appears to be just section headers without substantive content, suggesting either incomplete disclosure or a strategic shift away from detailed ESG reporting during this period.",0.028,llm,0,0,0,0,0,0,1,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2018,109198,0001193125-18-133349,2018-04-26,https://www.sec.gov/Archives/edgar/data/109198/000119312518133349/d494641ddef14a.htm,OK,,1092295,37111,0,False,5,125,3,3.58,,,False,SUPPLY_CHAIN|WORKFORCE_DEI,,LOW,True,HIGH,"Addition of three shareholder proposals addressing compensation disparities based on race/gender/ethnicity, clawback policy amendments, and supply chain prison labor policy, indicating heightened ESG scrutiny.",COMPLIANCE,"The 2018 filing shows minimal proactive ESG disclosure from management, with ESG topics only appearing through shareholder proposals. The presence of three ESG-focused shareholder proposals signals investor pressure on diversity reporting and supply chain ethics, suggesting TJX may face governance challenges on these fronts.",0.0011,llm,0,0,0,0,1,0,0,0,0,1,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2019,109198,0001193125-19-119221,2019-04-25,https://www.sec.gov/Archives/edgar/data/109198/000119312519119221/d656615ddef14a.htm,OK,,1052664,36923,0,False,6,121,4,3.55,,,False,HUMAN_CAPITAL|SUPPLY_CHAIN|WORKFORCE_DEI,,LOW,True,HIGH,2019 adds new shareholder proposal on human rights risks while maintaining prison labor and compensation disparities proposals from 2018.,COMPLIANCE,TJX faces persistent shareholder pressure on ESG issues with three consecutive years of proposals on workforce equity and supply chain practices. The addition of a human rights risks proposal suggests escalating stakeholder concerns about the company's global operations and sourcing practices.,0.892,llm,0,0,0,0,1,1,0,0,0,1,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2020,109198,0001193125-20-116317,2020-04-23,https://www.sec.gov/Archives/edgar/data/109198/000119312520116317/d851789ddef14a.htm,OK,,1195795,40615,71,True,0,1,0,14.08,,,False,ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"The 2020 proxy shows significantly reduced ESG content compared to 2019, which included three shareholder proposals on compensation disparities, prison labor, and human rights risks.",COMPLIANCE,"The 2020 filing represents a notable retreat from ESG disclosure, with only a basic 'Corporate Responsibility' section header remaining where 2019 included substantive shareholder proposals on social issues. This suggests either successful management opposition to ESG proposals or reduced shareholder activism pressure.",0.0023,llm,0,0,0,0,0,0,1,1,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2021,109198,0000109198-21-000016,2021-04-29,https://www.sec.gov/Archives/edgar/data/109198/000010919821000016/a2021proxystatement.htm,OK,,1505498,43431,1178,True,10,14,1,21.22,,,False,EMISSIONS_TARGETS|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN|WORKFORCE_DEI,55% reduction in GHG emissions from our direct operations by FY30 against a baseline of FY17,HIGH,True,HIGH,"Significant expansion from minimal corporate responsibility content to comprehensive ESG reporting with detailed metrics, specific commitments, and new racial justice initiatives.",FORMAL,TJX demonstrates substantial ESG maturation with science-based emissions targets aligned to Paris Agreement 1.5°C pathway and comprehensive DEI metrics including 57% racially diverse US workforce. The explicit commitment to racial justice with $10M funding represents a notable strategic pivot beyond traditional diversity initiatives.,0.0506,llm,0,0,1,0,1,1,0,1,0,1,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2022,109198,0000109198-22-000024,2022-04-28,https://www.sec.gov/Archives/edgar/data/109198/000010919822000024/a2022proxystatement.htm,OK,,1792457,64810,1158,True,12,11,1,20.73,,64.0,True,EMISSIONS_TARGETS|ESG_OVERSIGHT|HUMAN_CAPITAL|SUPPLY_CHAIN|WORKFORCE_DEI,net zero GHG emissions in our operations by 2040,MEDIUM,True,HIGH,"TJX significantly expanded climate commitments with new net-zero 2040 target and renewable energy goals. Enhanced DEI reporting with specific workforce demographics (59% diverse U.S. workforce, 35% diverse management).",ASPIRATIONAL,"Notable progression from science-based targets to net-zero commitment with interim milestones (100% renewable energy by 2030, 85% waste diversion by 2027). DEI disclosures improved with quantitative workforce composition but still lack specific diversity targets or board composition data. Supply chain oversight remains robust with 2,400+ factory audits reported.",0.6305,llm,0,0,1,0,1,1,1,0,0,1,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2023,109198,0000109198-23-000014,2023-04-27,https://www.sec.gov/Archives/edgar/data/109198/000010919823000014/tjx-20230427.htm,OK,,1629272,48813,670,True,0,0,0,0.0,,50.0,False,ESG_OVERSIGHT|RISK_DISCLOSURE,,LOW,True,HIGH,"The 2023 text contains only forward-looking statement boilerplate mentioning ESG as a risk factor, while the 2022 text included detailed corporate responsibility initiatives, environmental goals, and diversity programs.",COMPLIANCE,"The 2023 excerpt represents a significant regression in ESG disclosure quality, moving from substantive 2022 content with specific environmental targets and diversity initiatives to bare-bones compliance language. This may indicate either selective excerpting or a strategic shift away from prominent ESG positioning in proxy materials.",0.3024,llm,0,0,0,0,0,0,1,0,0,0,0,1
TJX,The TJX Companies Inc.,Consumer Discretionary,2024,109198,0000109198-24-000023,2024-04-25,https://www.sec.gov/Archives/edgar/data/109198/000010919824000023/tjx-20240424.htm,OK,,1426288,43457,659,True,0,0,0,0.0,,50.0,False,RISK_DISCLOSURE,,LOW,True,MEDIUM,"Text shows expanded risk factors in 2024 including 'severe weather, serious disruptions, or catastrophic events' and 'disproportionate impact of disruptions during this fiscal year' compared to simpler 2023 language.",COMPLIANCE,"The excerpts are primarily boilerplate forward-looking statements and meeting notices with minimal ESG content. The only ESG-relevant disclosure is the inclusion of 'environmental, social, and governance matters' in the risk factors list, which provides no substantive ESG information or commitments.",0.8214,llm,0,0,0,0,0,0,0,0,0,0,0,1
TSLA,Tesla Inc.,Consumer Discretionary,2016,1318605,0001193125-16-543341,2016-04-15,https://www.sec.gov/Archives/edgar/data/1318605/000119312516543341/d133980ddef14a.htm,OK,,625273,25825,0,False,1,75,0,2.94,,,False,,,LOW,,,No prior year available,COMPLIANCE,"This 2016 Tesla proxy excerpt is purely procedural and contains no ESG disclosures beyond a brief mention of environmental benefits from digital proxy distribution. Notably absent are any climate commitments, board diversity discussions, or ESG governance frameworks despite Tesla's core mission around sustainable transportation.",,llm,0,0,0,0,0,0,0,0,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2017,1318605,0001193125-17-130746,2017-04-20,https://www.sec.gov/Archives/edgar/data/1318605/000119312517130746/d318894ddef14a.htm,OK,,649632,28428,0,False,1,74,0,2.64,,,False,ESG_OVERSIGHT,,LOW,False,HIGH,No material change,COMPLIANCE,"Both years show minimal ESG content beyond basic corporate governance structure and environmental mention of reducing paper usage through electronic proxy materials. Notable absence of substantive climate, DEI, or other ESG disclosures despite Tesla's core business mission around sustainable transportation.",0.8656,llm,0,0,0,0,0,0,1,0,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2018,1318605,0001564590-18-009339,2018-04-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459018009339/tsla-def14a_20180606.htm,OK,,1277018,28909,0,False,1,77,0,2.7,,,False,ESG_OVERSIGHT,,LOW,False,HIGH,No material change. Both years contain identical minimal ESG content limited to environmental impact reduction through electronic proxy delivery.,COMPLIANCE,"Tesla's 2018 proxy contains remarkably sparse ESG content for a company in the clean energy sector, with only perfunctory mentions of reducing environmental impact through electronic proxy distribution. No climate commitments, diversity metrics, or ESG governance structures are disclosed despite growing investor expectations.",0.847,llm,0,0,0,0,0,0,1,0,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2019,1318605,0001564590-19-014268,2019-04-30,https://www.sec.gov/Archives/edgar/data/1318605/000156459019014268/tsla-def14a_20190611.htm,OK,,2163715,79701,0,False,1,144,0,1.82,,,False,ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT,,LOW,True,MEDIUM,"2019 proxy includes additional stockholder proposals addressing public policy committee and simple majority voting, both opposed by the board.",COMPLIANCE,"Tesla's 2019 proxy maintains minimal ESG disclosure, focusing primarily on governance mechanics. The inclusion of stockholder proposals for a public policy committee suggests investor pressure for enhanced ESG oversight, though management opposes these governance reforms. Notable absence of any climate-related disclosures despite Tesla's core electric vehicle mission.",0.3648,llm,0,0,0,0,0,0,1,1,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2020,1318605,0001564590-20-027321,2020-05-28,https://www.sec.gov/Archives/edgar/data/1318605/000156459020027321/tsla-def14a_20200707.htm,OK,,1419243,33884,1104,True,0,12,0,10.87,,,False,ESG_OVERSIGHT|HUMAN_CAPITAL|WORKFORCE_DEI,,LOW,True,HIGH,"2020 introduces substantial shareholder proposals on workplace diversity reporting and human rights disclosure, while 2019 focused primarily on governance structure changes with no ESG content.",COMPLIANCE,"Tesla's board strongly opposes diversity reporting requests, arguing arbitration doesn't limit remedies while acknowledging no current public diversity reporting. The defensive tone and lack of specific DEI metrics suggest potential governance gaps in human capital management.",0.0152,llm,0,0,0,0,1,1,1,0,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2021,1318605,0001564590-21-045926,2021-08-26,https://www.sec.gov/Archives/edgar/data/1318605/000156459021045926/tsla-def14a_20210826.htm,OK,,1567637,53834,548,True,0,0,1,1.82,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,,LOW,True,HIGH,Tesla shifted from defending mandatory arbitration practices and acknowledging discrimination allegations in 2020 to recommending against shareholder proposals on human capital and human rights reporting in 2021.,COMPLIANCE,"Tesla's approach to ESG disclosure became more defensive, moving from substantive discussion of diversity risks and arbitration concerns to brief opposition statements against shareholder proposals. The company eliminated detailed discussion of workplace diversity challenges and McKinsey research on diversity benefits that were present in 2020.",0.2895,llm,0,0,0,1,1,1,1,1,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2022,1318605,0001564590-22-024064,2022-06-23,https://www.sec.gov/Archives/edgar/data/1318605/000156459022024064/tsla-def14a_20220804.htm,OK,,1613097,56437,1150,True,0,30,9,33.91,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|HUMAN_CAPITAL|WORKFORCE_DEI,,MEDIUM,True,HIGH,"Tesla added substantial disclosure on anti-harassment/discrimination policies and a new board diversity proposal, compared to 2021 which only briefly mentioned human capital management.",COMPLIANCE,Tesla faces significant legal exposure with a $137M racial discrimination verdict and is defending against shareholder proposals for enhanced DEI reporting. The company has strengthened board oversight through amended Compensation Committee Charter but lacks quantitative diversity metrics despite investor pressure for demographic transparency.,0.2731,llm,0,0,0,1,1,1,1,0,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2023,1318605,0001193125-23-094075,2023-04-06,https://www.sec.gov/Archives/edgar/data/1318605/000119312523094075/d451342ddef14a.htm,OK,,1408807,34304,1233,True,5,0,0,4.06,,,False,CLIMATE_OPPORTUNITY|EMISSIONS_TARGETS|ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN,,LOW,True,HIGH,"Tesla shifted from defensive response to workplace discrimination allegations in 2022 to proactive ESG reporting commitments in 2023, emphasizing enhanced Impact Report disclosures and TCFD alignment.",COMPLIANCE,"Tesla's 2023 proxy shows strategic pivot toward proactive ESG disclosure (fifth Impact Report, expanded Scope 3 emissions, TCFD alignment) rather than responding to discrimination controversies. The company emphasizes retail investor engagement through new Shareholder Platform while pursuing governance reforms like eliminating supermajority voting requirements.",0.4517,llm,0,1,1,0,0,1,1,1,0,1,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2024,1318605,0001104659-24-053333,2024-04-29,https://www.sec.gov/Archives/edgar/data/1318605/000110465924053333/tm2326076d15_def14a.htm,OK,,5637801,248604,638,True,0,0,0,0.0,,,False,EMISSIONS_TARGETS|ESG_OVERSIGHT|EXEC_COMP_LINKAGE|STAKEHOLDER_ENGAGEMENT|SUPPLY_CHAIN,,LOW,True,HIGH,"2024 shows significant reduction in ESG content compared to 2023, removing detailed commitments to Impact Report publishing, TCFD alignment, Scope 3 emissions disclosure, and governance reforms.",COMPLIANCE,"Tesla dramatically scaled back ESG disclosures in 2024, removing previous commitments to enhanced climate reporting and governance reforms. The company rejected two sustainability-related shareholder proposals while removing substantive discussion of their Impact Report and TCFD alignment that was prominent in 2023.",0.3326,llm,0,0,1,0,0,0,1,1,1,1,0,0
COP,ConocoPhillips,Energy,2016,1163165,0001047469-16-011624,2016-03-28,https://www.sec.gov/Archives/edgar/data/1163165/000104746916011624/a2227560zdef14a.htm,OK,,2399233,62032,1270,True,0,1,0,0.79,,,False,ESG_OVERSIGHT|STAKEHOLDER_ENGAGEMENT,,LOW,,,No prior year available,COMPLIANCE,"ESG content is minimal and primarily procedural, focusing on proxy access governance changes following stockholder pressure. Notable absence of climate commitments, emissions targets, or substantive ESG strategy discussion despite operating in energy sector during period of increasing climate scrutiny.",,llm,0,0,0,0,0,0,1,1,0,0,0,0
COP,ConocoPhillips,Energy,2017,1163165,0001047469-17-002284,2017-04-03,https://www.sec.gov/Archives/edgar/data/1163165/000104746917002284/a2230814zdef14a.htm,OK,,2575547,65374,1239,True,0,0,0,0.0,,,False,STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"Company moved from in-person to virtual annual meeting format in 2017, citing technology benefits and environmental impact reduction through electronic delivery options.",COMPLIANCE,"The 2017 text shows a notable operational shift to virtual shareholder meetings with environmental framing around reducing paper consumption. However, ESG content remains extremely limited with no climate commitments, emissions targets, or substantive diversity disclosures despite being an energy sector company during a period of increasing climate scrutiny.",0.5988,llm,0,0,0,0,0,0,0,1,0,0,0,0
COP,ConocoPhillips,Energy,2018,1163165,0001206774-18-001045,2018-04-02,https://www.sec.gov/Archives/edgar/data/1163165/000120677418001045/conoco3364391-def14a.htm,OK,,1684723,59564,1107,True,2,5,0,6.32,,40.0,False,EMISSIONS_TARGETS|ESG_OVERSIGHT|EXEC_COMP_LINKAGE|POLITICAL_LOBBYING|STAKEHOLDER_ENGAGEMENT,reduce our greenhouse gas emissions intensity by 5-15 percent by 2030,LOW,True,HIGH,"2018 filing shows significant ESG advancement with new GHG intensity reduction target, enhanced lobbying disclosures, and formal stakeholder engagement responses compared to 2017's minimal sustainability mentions.",COMPLIANCE,"ConocoPhillips demonstrates reactive ESG posture, implementing changes primarily in response to failed Say on Pay vote and stakeholder pressure. The company established its first quantified climate target and enhanced lobbying transparency, but DEI disclosures remain superficial despite governance improvements.",0.4289,llm,0,0,1,0,0,0,1,1,1,0,1,0
COP,ConocoPhillips,Energy,2019,1163165,0001206774-19-001161,2019-04-01,https://www.sec.gov/Archives/edgar/data/1163165/000120677419001161/cop3493381-def14a.htm,OK,,2027017,64428,1232,True,0,2,1,2.44,,36.0,False,ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"Significant reduction in ESG disclosure from 2018 to 2019, with elimination of environmental/sustainability board expertise discussion and comprehensive governance practices section.",COMPLIANCE,"The 2019 text shows a notable retreat from ESG disclosure compared to 2018, removing specific mentions of environmental/sustainability board expertise and comprehensive governance practices. The current disclosure is limited to basic committee oversight structure and generic stakeholder engagement language, suggesting potential deprioritization of ESG messaging during this period.",0.443,llm,0,0,0,0,0,1,1,1,0,0,0,0
COP,ConocoPhillips,Energy,2020,1163165,0001206774-20-000973,2020-03-30,https://www.sec.gov/Archives/edgar/data/1163165/000120677420000973/cop3661511-def14a.htm,OK,,1790165,66127,1205,True,3,0,1,3.32,,,False,EMISSIONS_TARGETS|ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT|WORKFORCE_DEI,greenhouse gas emissions intensity reduction target,LOW,True,HIGH,"2020 significantly expanded ESG disclosure with explicit climate targets, innovation partnerships, and recognition achievements. Added specific mentions of S&P 500 ESG Index inclusion and first E&P company emissions target.",ASPIRATIONAL,"ConocoPhillips made a notable strategic pivot in 2020 by prominently featuring ESG achievements upfront, claiming industry leadership in environmental performance and being first E&P company with GHG intensity targets. The addition of S&P Total Return Index to compensation metrics shows direct investor feedback integration into governance.",0.6559,llm,0,0,1,0,1,1,1,1,0,0,0,0
COP,ConocoPhillips,Energy,2021,1163165,0001206774-21-000875,2021-03-29,https://www.sec.gov/Archives/edgar/data/1163165/000120677421000875/cop3840471-def14a.htm,OK,,2026436,72081,1151,True,2,6,1,7.82,2050,,False,BOARD_DIVERSITY|CLIMATE_RISK|ESG_OVERSIGHT|EXEC_COMP_LINKAGE|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,greenhouse gas emissions intensity reduction target,MEDIUM,True,HIGH,"2021 text emphasizes board diversity and composition more prominently, while 2020 included broader ESG recognition and specific innovation partnerships.",FORMAL,"The 2021 proxy shifts focus from external ESG recognition and innovation partnerships toward internal governance structure and board diversity. Notable absence of specific digital transformation initiatives mentioned in 2020. Climate commitment language becomes less specific, moving from 'first E&P company to set greenhouse gas emissions intensity reduction target' to generic reference.",0.423,llm,1,0,0,1,0,1,1,1,1,0,0,0
COP,ConocoPhillips,Energy,2022,1163165,0001206774-22-000879,2022-03-28,https://www.sec.gov/Archives/edgar/data/1163165/000120677422000879/cop3949151def14a.htm,OK,,2242393,84016,58,True,0,0,1,17.24,2050,,False,BOARD_DIVERSITY|ESG_OVERSIGHT|HUMAN_CAPITAL|STAKEHOLDER_ENGAGEMENT,,LOW,True,HIGH,"2022 text significantly reduced ESG content, removing explicit climate change and sustainability discussions that were prominent in 2021 proxy.",COMPLIANCE,"The 2022 excerpt appears to be primarily table of contents material lacking the substantive ESG discussions present in 2021, suggesting either structural reorganization of the proxy or de-emphasis of ESG themes in shareholder communications.",0.0434,llm,0,0,0,1,0,1,1,1,0,0,0,0
COP,ConocoPhillips,Energy,2023,1163165,0001308179-23-000477,2023-04-03,https://www.sec.gov/Archives/edgar/data/1163165/000130817923000477/cop4128181-def14a.htm,OK,,3098572,105594,72,True,0,0,1,13.89,2022,,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|HUMAN_CAPITAL|POLITICAL_LOBBYING,,LOW,True,HIGH,Added new section on Advisory Vote on Frequency of Executive Compensation and Letter from HR Committee. Reorganized board meeting content structure.,COMPLIANCE,"The proxy focuses heavily on governance mechanics and executive compensation oversight with minimal substantive ESG content. Notable absence of climate-related disclosures despite being an energy sector company, suggesting limited integration of climate considerations into governance framework.",0.6211,llm,0,0,0,0,0,1,1,0,1,0,1,0
COP,ConocoPhillips,Energy,2024,1163165,0001308179-24-000384,2024-04-01,https://www.sec.gov/Archives/edgar/data/1163165/000130817924000384/cop4258041-def14a.htm,OK,,2291334,68498,51,True,0,0,1,19.61,2050,,False,ESG_OVERSIGHT|EXEC_COMP_LINKAGE|HUMAN_CAPITAL|POLITICAL_LOBBYING,,LOW,True,MEDIUM,2024 text shows removal of Item 4 'Advisory Vote on Frequency of Advisory Vote on Executive Compensation' and the 'Letter from the Human Resources and Compensation Committee' section.,COMPLIANCE,"The excerpt shows only table of contents level headings with minimal substantive ESG content. The removal of the compensation committee letter and frequency vote item suggests streamlining of proxy materials, but provides limited insight into actual ESG strategy or performance.",0.6929,llm,0,0,0,0,0,1,1,0,1,0,1,0
CVX,Chevron Corporation,Energy,2016,93410,0001193125-16-533382,2016-04-07,https://www.sec.gov/Archives/edgar/data/93410/000119312516533382/d117593ddef14a.htm,OK,,1847927,60886,1144,True,0,0,1,0.87,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT,,LOW,,,No prior year available,COMPLIANCE,"The proxy emphasizes individual director environmental credentials (Denham's NRDC background, Gast's environmental institutes leadership) suggesting board-level ESG competency, but lacks enterprise-wide climate commitments or diversity metrics. Environmental qualifications appear valued for director selection but not translated into disclosed corporate strategy.",,llm,0,0,0,1,0,0,1,0,0,0,0,0
CVX,Chevron Corporation,Energy,2017,93410,0001193125-17-119801,2017-04-11,https://www.sec.gov/Archives/edgar/data/93410/000119312517119801/d304635ddef14a.htm,OK,,1677118,51220,1133,True,0,0,1,0.88,,,False,BOARD_DIVERSITY|ESG_OVERSIGHT,,LOW,False,HIGH,"No material change in ESG disclosure approach between 2016 and 2017, maintaining minimal environmental and diversity content.",COMPLIANCE,"ESG content remains highly limited to basic director qualifications and environmental affairs experience. Notable absence of climate commitments, emissions targets, or quantitative diversity metrics despite being a major energy company facing climate transition pressures. Board composition shows minimal diversity discussion beyond functional expertise.",0.47,llm,0,0,0,1,0,0,1,0,0,0,0,0
