ticker,company_name,sector,year,scrape_status,missing_reason,snapshot_ts,snapshot_url,cdx_query_url,word_count,changed_from_prior,change_confidence,change_description,theme_categories,dominant_theme,register,analyst_notes,ngram_similarity,analysis_method,theme_mission_purpose,theme_customer_centricity,theme_innovation_technology,theme_stakeholder_capitalism,theme_shareholder_value,theme_esg_sustainability,theme_employee_culture,theme_ethics_integrity,theme_global_scale,theme_community_impact
NKE,Nike Inc.,Consumer Discretionary,2021,OK,,20210414135420,https://about.nike.com/,https://web.archive.org/cdx/search/cdx?url=about.nike.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,117,True,HIGH,"Removed the detailed mission explanation about expanding human potential and creating groundbreaking sport innovations, making the About section more concise.",COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|INNOVATION_TECHNOLOGY|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"Nike streamlined their messaging by removing specific operational details about human potential expansion and product sustainability, suggesting a shift toward more brand-focused communication. The inclusive athlete definition remains central, reinforcing broad market appeal. The removal of detailed sustainability language may signal confidence in established ESG credibility or potential de-emphasis of these commitments.",0.6897,llm,1,0,1,0,0,1,1,0,0,1
NKE,Nike Inc.,Consumer Discretionary,2022,OK,,20220228000430,https://about.nike.com/,https://web.archive.org/cdx/search/cdx?url=about.nike.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,117,False,HIGH,No material change - text is identical between 2021 and 2022.,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|INNOVATION_TECHNOLOGY|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"Nike maintains an ambitious, inclusive mission statement that broadens their addressable market by defining anyone with a body as an athlete. The messaging strategically weaves together social impact themes while maintaining focus on their core sport identity. The identical text across years suggests messaging discipline but may indicate lack of strategic evolution.",1.0,llm,1,0,1,0,0,1,1,0,0,1
NKE,Nike Inc.,Consumer Discretionary,2023,MISSING,all_hints_exhausted,,,https://web.archive.org/cdx/search/cdx?url=nike.com%2Fus%2Fen_us%2Fc%2Fabout-nike&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
NKE,Nike Inc.,Consumer Discretionary,2024,MISSING,all_hints_exhausted,,,https://web.archive.org/cdx/search/cdx?url=nike.com%2Fus%2Fen_us%2Fc%2Fabout-nike&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2016,OK,,20160622232039,https://corporate.oreillyauto.com/onlineapplication/careerpage,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,55,,,No prior year available,EMPLOYEE_CULTURE,EMPLOYEE_CULTURE,TECHNICAL,"This appears to be a technical error page rather than substantive corporate messaging. The only meaningful content relates to recruitment events at distribution centers, suggesting focus on operational hiring but providing no strategic corporate positioning or values articulation.",,llm,0,0,0,0,0,0,1,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2017,OK,,20170607184022,https://corporate.oreillyauto.com/corporate/HomePage.do?utm_medium=LocalPages&utm_source=StoreInfo&utm_campaign=Yext&utm_content=Home,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,74,,,No prior year available,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE|SHAREHOLDER_VALUE,MISSION_PURPOSE,FORMAL,"The mission statement is explicitly focused on market dominance with a straightforward value proposition of price, quality, and service. Notable emphasis on employee compensation as a strategic enabler rather than intrinsic value, suggesting operational rather than cultural focus. The statement lacks modern corporate messaging around sustainability, community impact, or broader stakeholder considerations.",0.0793,llm,1,1,0,0,1,0,1,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2018,OK,,20180711020515,https://corporate.oreillyauto.com/,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,128,False,HIGH,No material change - mission statement remains identical with only minor capitalization difference in 'company'.,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE|SHAREHOLDER_VALUE,CUSTOMER_CENTRICITY,FORMAL,The mission statement is notably direct about market dominance aspirations without softer positioning language. The focus on employee compensation as a strategic enabler is refreshingly honest but reveals a transactional view of talent retention. Complete absence of ESG themes or broader stakeholder considerations suggests traditional shareholder-first orientation.,0.5176,llm,1,1,0,0,1,0,1,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2019,OK,,20190722042234,https://corporate.oreillyauto.com/,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,124,False,HIGH,No material change in mission statement between 2018 and 2019.,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE|SHAREHOLDER_VALUE,CUSTOMER_CENTRICITY,FORMAL,"O'Reilly maintains a highly focused, transactional mission centered on market dominance and operational excellence rather than broader stakeholder value. The messaging emphasizes competitive positioning and financial returns while notably avoiding any ESG, sustainability, or community impact language that has become standard for many public companies.",0.7274,llm,1,1,0,0,1,0,1,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2020,OK,,20200720073523,https://corporate.oreillyauto.com/,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,88,True,HIGH,"The complete mission statement was removed, leaving only the compensation/benefits statement and earnings announcements.",EMPLOYEE_CULTURE|SHAREHOLDER_VALUE,SHAREHOLDER_VALUE,FORMAL,"The removal of O'Reilly's core mission statement about being the 'dominant supplier' represents a significant strategic messaging retreat. The page now focuses almost exclusively on earnings communications, suggesting either a website restructuring or reduced emphasis on articulating company purpose to stakeholders.",0.5203,llm,0,0,0,0,1,0,1,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2021,OK,,20210718064749,https://corporate.oreillyauto.com/,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,52,True,HIGH,"The 2021 text completely removed mission statement content about employee benefits and compensation plans, replacing substantive corporate messaging with only earnings announcements and conference listings.",SHAREHOLDER_VALUE,SHAREHOLDER_VALUE,FORMAL,"The complete absence of mission or values content in 2021, replaced entirely by investor relations announcements, suggests either incomplete data capture or a concerning shift away from articulating corporate purpose. The prior year's focus on employee attraction and retention through compensation has been entirely eliminated.",0.3686,llm,0,0,0,0,1,0,0,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2022,OK,,20220701043732,https://corporate.oreillyauto.com/,https://web.archive.org/cdx/search/cdx?url=corporate.oreillyauto.com%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,48,False,HIGH,No material change - both years show identical pattern of earnings calls and corporate events announcements.,SHAREHOLDER_VALUE,SHAREHOLDER_VALUE,FORMAL,"The content exclusively features earnings calls, analyst presentations, and shareholder meetings with no mission statement or values content visible. This suggests the captured text may be from an investor relations section rather than a traditional About Us page, indicating a heavily finance-focused external communication approach.",0.4653,llm,0,0,0,0,1,0,0,0,0,0
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2023,OK,,20230814144827,https://www.oreillyauto.com/about-oreilly,https://web.archive.org/cdx/search/cdx?url=oreillyauto.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,1190,,,No prior year available,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE,EMPLOYEE_CULTURE,CONVERSATIONAL,Heavy emphasis on internal talent development and employee retention as competitive advantage. Foundation establishment in 2020 shows recent formalization of community impact efforts. Notable absence of sustainability/environmental messaging despite automotive industry's environmental challenges.,,llm,0,1,0,0,0,0,1,0,0,1
ORLY,O'Reilly Automotive Inc.,Consumer Discretionary,2024,OK,,20240708140453,https://www.oreillyauto.com/about-oreilly/sustainability,https://web.archive.org/cdx/search/cdx?url=oreillyauto.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,866,True,HIGH,Complete shift from company history and culture focus to detailed environmental sustainability initiatives with specific net-zero targets.,COMMUNITY_IMPACT|ESG_SUSTAINABILITY,ESG_SUSTAINABILITY,TECHNICAL,"Dramatic pivot from heritage storytelling to granular ESG metrics suggests response to stakeholder pressure for environmental accountability. The technical detail on GHG protocols and specific reduction targets indicates serious commitment, though absence of previous cultural messaging may signal deprioritization of employee-focused narrative.",0.4471,llm,0,0,0,0,0,1,0,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2016,OK,,20160703073131,http://www.starbucks.com:80/about-us,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,154,,,No prior year available,,,CONVERSATIONAL,"This is an error page, not corporate messaging content. The conversational tone suggests customer service orientation, but provides no strategic insights about Starbucks' mission, values, or positioning. The absence of substantive About Us content prevents meaningful corporate communications analysis.",,llm,0,0,0,0,0,0,0,0,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2017,OK,,20170707195642,https://www.starbucks.com/about-us,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,133,True,HIGH,Complete transformation from technical error page to substantive About Us content focused on customer connections and responsible business practices.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|MISSION_PURPOSE,CUSTOMER_CENTRICITY,ASPIRATIONAL,"The page emphasizes emotional connection over operational scale, positioning individual customer moments as the core business purpose. Notable absence of financial performance metrics or shareholder value messaging. The 'connection' metaphor frames all business activities through a relationship lens rather than transactional commerce.",0.1743,llm,1,1,0,0,0,0,0,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2018,OK,,20180705171648,https://www.starbucks.com/about-us/company-information/mission-statement,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,100,True,HIGH,Complete restructuring from narrative storytelling format to structured mission/values framework with explicit behavioral statements.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"Starbucks pivoted from experiential storytelling to structured corporate values framework, emphasizing human connection over operational excellence. The shift introduces performance accountability language while maintaining emotional branding, suggesting maturation from startup narrative to enterprise governance model.",0.2119,llm,1,1,0,0,0,0,1,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2019,OK,,20190709191405,https://www.starbucks.com/about-us,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,133,True,HIGH,Shifted from explicit mission/values structure to narrative storytelling focused on customer connections and moments.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|MISSION_PURPOSE,CUSTOMER_CENTRICITY,CONVERSATIONAL,"Notable pivot from structured corporate values to emotional storytelling centered on barista-customer moments. The removal of explicit performance metrics and accountability language suggests a softer brand positioning, though this could indicate either authentic relationship focus or potential values-washing through vague narrative.",0.2119,llm,1,1,0,0,0,0,0,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2020,OK,,20200704061243,https://www.starbucks.com/about-us,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,133,False,HIGH,No material change - the text is identical between 2019 and 2020.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|MISSION_PURPOSE,CUSTOMER_CENTRICITY,ASPIRATIONAL,"The page emphasizes emotional connection over business metrics, focusing on individual customer interactions rather than scale or financial performance. Notable omissions include specific ESG commitments, employee focus, or concrete business objectives, suggesting a brand-first rather than stakeholder-comprehensive approach.",1.0,llm,1,1,0,0,0,0,0,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2021,OK,,20210707061416,https://www.starbucks.com/about-us,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,54,True,HIGH,"Significantly shortened content, removing specific commitments about coffee quality, responsible business practices, community engagement, and company history.",CUSTOMER_CENTRICITY,CUSTOMER_CENTRICITY,ASPIRATIONAL,"The dramatic reduction from substantive commitments to minimal poetic language suggests either a shift toward brand mystique over concrete promises, or incomplete page content. The removal of quality, responsibility, and community references eliminates measurable value propositions, potentially signaling strategic uncertainty or deliberate vagueness.",0.3469,llm,0,1,0,0,0,0,0,0,0,0
SBUX,Starbucks Corporation,Consumer Discretionary,2022,OK,,20220622033630,https://www.starbucks.com/about-us/,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,428,True,HIGH,"Complete transformation from brief connection-focused messaging to comprehensive corporate narrative covering heritage, mission, and values.",COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|GLOBAL_SCALE|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"The 2022 revision represents a strategic shift toward comprehensive brand storytelling, emphasizing heritage and humanistic mission over transactional coffee service. The emphasis on 'partners' rather than employees and community impact signals stakeholder capitalism positioning, though specific ESG commitments remain vague.",0.0771,llm,1,1,0,0,0,0,1,0,1,1
SBUX,Starbucks Corporation,Consumer Discretionary,2023,OK,,20230515192750,https://www.starbucks.com/about-us/,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,428,True,HIGH,Mission statement was significantly reworded from 'inspire and nurture the human spirit' to focus on 'human connection' and community conversations.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE,MISSION_PURPOSE,CONVERSATIONAL,"The mission evolution from 'human spirit' to 'human connection' suggests a strategic pivot toward emphasizing community and dialogue over individual inspiration. The storytelling approach remains heavily narrative-driven, maintaining the Howard Schultz origin story as central to brand identity. Notable absence of specific ESG commitments or measurable sustainability targets despite mentioning 'doing good'.",0.9332,llm,1,1,0,0,0,0,1,0,0,1
SBUX,Starbucks Corporation,Consumer Discretionary,2024,OK,,20240501070626,https://www.starbucks.com/about-us/,https://web.archive.org/cdx/search/cdx?url=starbucks.com%2Fabout-us%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,428,False,HIGH,No material change - the text is identical between 2023 and 2024.,COMMUNITY_IMPACT|CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|MISSION_PURPOSE,MISSION_PURPOSE,CONVERSATIONAL,"Starbucks maintains a narrative-driven approach emphasizing human connection over financial performance, with no mention of shareholder value or specific ESG metrics. The unchanged messaging suggests messaging discipline but may indicate lack of strategic evolution or response to current market pressures. The 'partners not employees' framing and community focus positions the brand as purpose-driven, though specific commitments remain vague.",1.0,llm,1,1,0,0,0,0,1,0,0,1
TJX,The TJX Companies Inc.,Consumer Discretionary,2016,OK,,20160707040336,http://www.tjx.com:80/about/index.html,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,862,,,No prior year available,CUSTOMER_CENTRICITY|EMPLOYEE_CULTURE|GLOBAL_SCALE|SHAREHOLDER_VALUE,SHAREHOLDER_VALUE,FORMAL,"This page heavily emphasizes financial performance with specific metrics and growth targets, positioning TJX as a value-driven retailer with global expansion ambitions. The content is notably devoid of ESG commitments or social purpose statements, focusing instead on operational excellence and market penetration strategies.",,llm,0,1,0,0,1,0,1,0,1,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2017,OK,,20170612001225,http://www.tjx.com:80/about/tjx_history.html,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2018,OK,,20180731151814,http://www.tjx.com:80/about/tjx_company.html,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20180101&to=20181231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2019,OK,,20190921014859,https://www.tjx.com/about.asp,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20190101&to=20191231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2020,OK,,20201026004623,https://www.tjx.com/about/tjx_company,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20200101&to=20201231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2021,OK,,20210727154623,https://www.tjx.com/about/tkmaxx,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20210101&to=20211231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,0,,,No text — snapshot missing or blocked.,,,,No text; analysis skipped.,,skipped,0,0,0,0,0,0,0,0,0,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2022,OK,,20220626073235,https://www.tjx.com/company/history.html,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fcompany&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20220101&to=20221231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,262,,,No prior year available,COMMUNITY_IMPACT|EMPLOYEE_CULTURE|ESG_SUSTAINABILITY|GLOBAL_SCALE|STAKEHOLDER_CAPITALISM,GLOBAL_SCALE,FORMAL,"The page structure emphasizes TJX's operational scale and geographic reach rather than traditional mission-values messaging. The comprehensive responsibility section suggests stakeholder capitalism positioning, but the absence of clear value propositions or customer-centric language is notable for a consumer-facing retailer.",,llm,0,0,0,1,0,1,1,0,1,1
TJX,The TJX Companies Inc.,Consumer Discretionary,2023,OK,,20230708231441,https://www.tjx.com/company,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fcompany&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20230101&to=20231231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,119,True,HIGH,Content shifted from navigation-heavy website structure to focused company overview emphasizing global scale and business model specifics.,GLOBAL_SCALE,GLOBAL_SCALE,FORMAL,"The page prioritizes operational scale and geographic footprint over mission or values statements. Notable absence of traditional corporate purpose language, ESG commitments, or stakeholder messaging suggests a purely business-focused positioning that may appear outdated for modern corporate communications expectations.",0.1325,llm,0,0,0,0,0,0,0,0,1,0
TJX,The TJX Companies Inc.,Consumer Discretionary,2024,OK,,20240705072236,https://www.tjx.com/company/about-tjx,https://web.archive.org/cdx/search/cdx?url=tjx.com%2Fcompany&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20240101&to=20241231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,339,True,MEDIUM,Added explicit mission statement and expanded corporate responsibility messaging. Enhanced emphasis on value proposition with specific discount percentages.,CUSTOMER_CENTRICITY|ESG_SUSTAINABILITY|GLOBAL_SCALE|MISSION_PURPOSE|SHAREHOLDER_VALUE,CUSTOMER_CENTRICITY,FORMAL,"TJX strengthened its value proposition messaging with specific discount ranges and explicit mission statement. The page balances shareholder returns with corporate responsibility, though ESG commitments remain high-level. The off-price model is positioned as inherently flexible and customer-focused rather than emphasizing innovation or transformation.",0.2289,llm,1,1,0,0,1,1,0,0,1,0
TSLA,Tesla Inc.,Consumer Discretionary,2016,OK,,20160720164257,https://www.tesla.com/about,https://web.archive.org/cdx/search/cdx?url=tesla.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20160101&to=20161231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,668,,,No prior year available,ESG_SUSTAINABILITY|INNOVATION_TECHNOLOGY|MISSION_PURPOSE,MISSION_PURPOSE,TECHNICAL,"Tesla positions itself as mission-driven with clear environmental purpose, heavily emphasizing technical specifications and engineering achievements. The page reads more like a product showcase than traditional corporate values, focusing on performance metrics and manufacturing capabilities rather than stakeholder relationships or governance principles.",,llm,1,0,1,0,0,1,0,0,0,0
TSLA,Tesla Inc.,Consumer Discretionary,2017,OK,,20170709165442,https://www.tesla.com/about/,https://web.archive.org/cdx/search/cdx?url=tesla.com%2Fabout%2F&matchType=prefix&output=json&fl=timestamp%2Coriginal%2Cstatuscode%2Cdigest&filter=statuscode%3A200&filter=mimetype%3Atext%2Fhtml&from=20170101&to=20171231&limit=50&collapse=timestamp%3A8&resolveRevisits=true,622,True,MEDIUM,Mission broadened from 'sustainable transport' to 'sustainable energy' and added emphasis on energy storage beyond automotive applications.,ESG_SUSTAINABILITY|INNOVATION_TECHNOLOGY|MISSION_PURPOSE,MISSION_PURPOSE,ASPIRATIONAL,"Tesla strategically repositioned from automotive-focused 'sustainable transport' to broader 'sustainable energy' company, signaling expansion beyond cars into energy storage and grid solutions. The page emphasizes technical achievements and performance metrics while maintaining mission-driven narrative. Notable absence of employee culture, community impact, or traditional corporate governance themes suggests focus remains on product innovation over stakeholder capitalism.",0.9211,llm,1,0,1,0,0,1,0,0,0,0
